,ID,EN,CZ,EN_tokens,CZ_tokens
192,192,"The necessity to share and preserve data and software is becoming more and more important. Without the data and the software, research cannot be reproduced and tested by the scientific community. Making data and software simply reusable and legally unequivocal requires choosing a license for data and software which is not a trivial task. We describe a legal/licensing framework which implements the complete support for licensing submissions.","Zdieľanie dát sa stáva neoddeliteľnou súčasťou vedeckej práce. Pripraviť dáta na zdieľanie vyžaduje vybranie správnej licencie. Popisujeme framework, ktorý takéto zdieľanie umožňuje.","['necess', 'share', 'preserv', 'data', 'softwar', 'becom', 'import', 'without', 'data', 'softwar', 'research', 'reproduc', 'test', 'scientif', 'commun', 'make', 'data', 'softwar', 'simpli', 'reusabl', 'legal', 'unequivoc', 'requir', 'choos', 'licens', 'data', 'softwar', 'trivial', 'task', 'describ', 'framework', 'implement', 'complet', 'support', 'licens', 'submiss']","['zdieľani', 'dát', 'sa', 'stáv', 'neoddeliteľn', 'súčasť', 'vedeckej', 'prák', 'pripraviť', 'dát', 'zdieľani', 'vyžaduj', 'vybrani', 'správnej', 'licenci', 'popisujem', 'framework', 'ktor', 'takét', 'zdieľani', 'umožňuj']"
193,193,"With an increasing amount of data and services available in the LINDAT/CLARIN infrastructure comes the need to properly cite, share, cross-reference and gather usage statistics. We introduce a framework that ensures a consistent look and the mentioned functionality.","S přibývajícím množstvím dat a služeb dostupných v infrastruktuře LINDAT/CLARIN roste potřeba správně citovat, sdílet, odkazovat a získávat statistiky využití. Představení frameworku, který zajišťuje jednotný vzhled a zmíněnou funkcionalitu.","['increas', 'amount', 'data', 'servic', 'avail', 'infrastructur', 'come', 'need', 'properli', 'cite', 'share', 'gather', 'usag', 'statist', 'introduc', 'framework', 'ensur', 'consist', 'look', 'mention', 'function']","['přibývají', 'množst', 'dat', 'služeb', 'dostupn', 'infrastruktuř', 'rost', 'potřeb', 'správn', 'citov', 'sdílet', 'odkaz', 'získáv', 'statistik', 'využit', 'představen', 'framework', 'zajišťuj', 'jednotn', 'vzhled', 'zmíněn', 'funkcionalit']"
194,194,CsEnVi Pairwise Parallel Corpora is a collection of two parallel corpora: an English-Vietnamese one and a Czech-Vietnamese one. The corpora contain translations of movie and TED subtitles that were already available. The corpora were cleaned using our semi-automatic filtering and are provided aligned at the sentence level.,"CsEnVi Pairwise Parallel Corpora je soubor dvou paralelních korpusů, anglicko-vietnamského a česko-vietnamského, sestavených z dostupných filmových titulků a titulků přednášek TED. Korpusy byly očištěny naší poloautomatickou filtrací a jsou zarovnány po větách.","['csenvi', 'pairwis', 'parallel', 'corpora', 'collect', 'two', 'parallel', 'corpora', 'one', 'one', 'corpora', 'contain', 'translat', 'movi', 'ted', 'subtitl', 'alreadi', 'avail', 'corpora', 'clean', 'use', 'filter', 'provid', 'align', 'sentenc', 'level']","['csenv', 'pairwis', 'parallel', 'corpor', 'soubor', 'dvo', 'paraleln', 'korpus', 'sestaven', 'dostupn', 'film', 'titulk', 'titulk', 'přednášek', 'ted', 'korpus', 'očištěn', 'naš', 'poloautomatick', 'filtrac', 'zarovnán', 'vět']"
195,195,"Over the past years, pivoting methods, i.e. machine translation via a third language, gained respectable attention. Various experiments with different approaches and datasets have been carried out but the lack of open-source tools makes it difficult to replicate the results of these experiments. This paper presents a new tool for pivoting for phrase-based statistical machine translation by so called phrase-table triangulation. Besides the tool description, this paper discusses the strong and weak points of various triangulation techniques implemented in the tool.","Představujeme nástroj pro spojování frázových tabulek prostřednictvím prostředního, pivotního, jazyka.","['past', 'year', 'pivot', 'method', 'machin', 'translat', 'via', 'third', 'languag', 'gain', 'respect', 'attent', 'variou', 'experi', 'differ', 'approach', 'dataset', 'carri', 'lack', 'tool', 'make', 'difficult', 'replic', 'result', 'experi', 'paper', 'present', 'new', 'tool', 'pivot', 'statist', 'machin', 'translat', 'call', 'triangul', 'besid', 'tool', 'descript', 'paper', 'discuss', 'strong', 'weak', 'point', 'variou', 'triangul', 'techniqu', 'implement', 'tool']","['představujem', 'nástroj', 'spojován', 'fráz', 'tabulek', 'prostřednict', 'prostředn', 'pivotn', 'jazyk']"
196,196,"The file contains the standard WMT 2013 test set, manually translated from English to Vietnamese, thus extending the WMT 2013 multi-parallel set of languages (English, Czech, German, French, Spanish, Russian).","Soubor obsahuje standardní test set WMT z roku 2013, ručně přeložený z angličtiny do vietnamštiny. Soubor tak představuje obohacení dosavadní multiparalelní kolekce (anglicky, česky, německy, francouzsky, španělsky a rusky) o nový jazyk.","['file', 'contain', 'standard', 'wmt', 'test', 'set', 'manual', 'translat', 'english', 'vietnames', 'thu', 'extend', 'wmt', 'set', 'languag', 'english', 'czech', 'german', 'french', 'spanish', 'russian']","['soubor', 'obsahuj', 'standardn', 'test', 'set', 'wmt', 'rok', 'ručn', 'přeložen', 'anglick', 'vietnamsk', 'soubor', 'představuj', 'obohacen', 'dosavadn', 'multiparaleln', 'kolekk', 'anglick', 'česk', 'německ', 'francouzsk', 'španělsk', 'rusk', 'jazyk']"
197,197,"We introduce a model and an algorithm for semantic parsing in λ-calculus formalism which is based on Constrained Conditional Model framework (Roth and Yih, 2005). We also introduce an approach for learning the constraints of our model directly from knowledge graph which scales up for new domains easily. In this ongoing project we optimize our model on a dataset using integer linear programming. Our project includes two parts and our results in the first part show a meaningful improvement over previous models.","Představujeme model a algoritmus pro sémantickou analýzu ve formalismu lambda-kalkulus, který je založen na přístupu Constrined Conditional Model.Dále představujeme metodu pro učení omezujících podmínek přímo ze znalostních grafů. V našem probíhajícím průzkumu optimalizujeme model pomocí lineárního programování.","['introduc', 'model', 'algorithm', 'semant', 'pars', 'formal', 'base', 'constrain', 'condit', 'model', 'framework', 'roth', 'yih', 'also', 'introduc', 'approach', 'learn', 'constraint', 'model', 'directli', 'knowledg', 'graph', 'scale', 'new', 'domain', 'easili', 'ongo', 'project', 'optim', 'model', 'dataset', 'use', 'integ', 'linear', 'program', 'project', 'includ', 'two', 'part', 'result', 'first', 'part', 'show', 'meaning', 'improv', 'previou', 'model']","['představujem', 'model', 'algoritm', 'sémantick', 'analýz', 'formalism', 'založen', 'přístup', 'constrined', 'conditional', 'představujem', 'metod', 'učen', 'omezujíc', 'podmínek', 'přím', 'znalostn', 'graf', 'naš', 'probíhají', 'průzkum', 'optimalizujem', 'model', 'pomoc', 'lineárn', 'programován']"
198,198,"Spoken Language Understanding (SLU) and more specifically, semantic parsing is an indispensable task in each speech-enabled application. In this survey, we review the current research on SLU and semantic parsing with emphasis on machine learning techniques used for these tasks. Observing the current trends in semantic parsing, we conclude our discussion by suggesting some of the most promising future research trends.","Poruzumění mluvené řeči (Spoken language understanding, SLU) a konkrétněji sémantický parsing je zásadní komponentou každé řečové aplikace. Tento článek podává přehled současného výzkumu v oblasti SLU s důrazem na metody strojového učení používané k tomuto účelu. Sledujeme aktuální trendy v sémantickém parsingu a diskusi uzavíráme výhledem na nejslibnější směry výzkumu do budoucna.","['spoken', 'languag', 'understand', 'slu', 'specif', 'semant', 'pars', 'indispens', 'task', 'applic', 'survey', 'review', 'current', 'research', 'slu', 'semant', 'pars', 'emphasi', 'machin', 'learn', 'techniqu', 'use', 'task', 'observ', 'current', 'trend', 'semant', 'pars', 'conclud', 'discuss', 'suggest', 'promis', 'futur', 'research', 'trend']","['poruzuměn', 'mluven', 'řek', 'spoken', 'languag', 'understanding', 'slu', 'konkrétněj', 'sémantick', 'parsing', 'zásadn', 'komponent', 'každ', 'řeč', 'aplikak', 'podáv', 'přehled', 'současn', 'výzkum', 'oblast', 'slu', 'důrah', 'metod', 'stroj', 'učen', 'používan', 'účel', 'sledujem', 'aktuáln', 'trend', 'sémantic', 'parsing', 'diskus', 'uzavírám', 'výhled', 'nejslibnějš', 'směr', 'výzkum', 'budoucn']"
199,199,"This doctoral thesis is devoted to linguistic analysis of discourse relations as one of the aspects of discourse coherence. Discourse relations are semantic relations holding between propositions in a discourse (discourse arguments). The aim of the thesis is a complex description of discourse relations in Czech and its application in an annotation scheme in the Prague Dependency Treebank. The thesis is divided into three parts: The first one is focused on the theoretical description of discourse relations and on analysis of adequacy of various methodological concepts in corpus processing. The second part describes in detail the proposed scheme for the annotation of discourse relations and the process of the corpus build-up including the evaluation of consistency of the annotated data. Finally, in the last part of the thesis, we address some problematic issues arisen with the employment the proposed scheme and look for their possible solutions.","Doktorská práce se zabývá lingvistickou analýzou diskurzních vztahů jakožto jednoho z aspektů textové koherence. Diskurzními vztahy rozumíme významové vztahy mezi jednotlivými propozicemi v textu, tzv. diskurzními argumenty. Cílem práce je ucelený popis diskurzních vztahů v češtině a jeho vtělení do anotačního schématu Pražského závislostního korpusu. Práce je rozdělena do tří částí: První z nich je zaměřena na teoretický popis diskurzních vztahů a rozbor vhodnosti různých metodologických postupů při korpusovém zpracování. Druhá část podrobně popisuje navržené schéma pro anotaci diskurzních vztahů a proces vzniku takto značeného korpusu včetně evaluace konzistence značených dat. V poslední části práce se pak věnujeme některým problematickým okruhům při užití navrženého schématu a jejich řešení.","['doctor', 'thesi', 'devot', 'linguist', 'analysi', 'discours', 'relat', 'one', 'aspect', 'discours', 'coher', 'discours', 'relat', 'semant', 'relat', 'hold', 'proposit', 'discours', 'discours', 'argument', 'aim', 'thesi', 'complex', 'descript', 'discours', 'relat', 'czech', 'applic', 'annot', 'scheme', 'pragu', 'depend', 'treebank', 'thesi', 'divid', 'three', 'part', 'first', 'one', 'focus', 'theoret', 'descript', 'discours', 'relat', 'analysi', 'adequaci', 'variou', 'methodolog', 'concept', 'corpu', 'process', 'second', 'part', 'describ', 'detail', 'propos', 'scheme', 'annot', 'discours', 'relat', 'process', 'corpu', 'includ', 'evalu', 'consist', 'annot', 'data', 'final', 'last', 'part', 'thesi', 'address', 'problemat', 'issu', 'arisen', 'employ', 'propos', 'scheme', 'look', 'possibl', 'solut']","['doktorsk', 'prák', 'zabýv', 'lingvistick', 'analýz', 'diskurzn', 'vztah', 'jakožt', 'jednoh', 'aspekt', 'text', 'koherenk', 'diskurzn', 'vztah', 'rozumím', 'význam', 'vztah', 'jednotliv', 'propozik', 'text', 'diskurzn', 'argument', 'cíl', 'prák', 'ucelen', 'popis', 'diskurzn', 'vztah', 'česk', 'vtělen', 'anotačn', 'schémat', 'pražsk', 'závislostn', 'korpus', 'prák', 'rozdělen', 'tří', 'část', 'zaměřen', 'teoretick', 'popis', 'diskurzn', 'vztah', 'rozbor', 'vhodnost', 'různ', 'metodologick', 'postup', 'korpuso', 'zpracován', 'druh', 'část', 'podrobn', 'popisuj', 'navržen', 'schém', 'anotak', 'diskurzn', 'vztah', 'pro', 'vznik', 'takt', 'značen', 'korpus', 'včetn', 'evaluak', 'konzistenk', 'značen', 'dat', 'posledn', 'část', 'prák', 'věnujem', 'někter', 'problematick', 'okruh', 'užit', 'navržen', 'schémat', 'řešen']"
200,200,"The paper aims at mining a richly annotated treebank for features relevant in automatic annotation/detection of attribution – ascription of texts contents to agents who expressed them. Resolving attribution is an important component for representing and modeling discourse structure, but it is also an essential task in opinion mining and sentiment analysis (e.g. identification of sources).","Článek si klade za cíl nalézt v bohatě anotovaném korpusu příznaky přínosné pro automatickou anotaci/detekci atribuce – přiřazení obsahu textu zdrojům, které jej vyjadřují. Určení atribuce je významnou součástí reprezentace a modelování dirkurzních vztahů, ale je rovněž zásadní součástí např. analýzy sentimentu (identifikace zdrojů). ","['paper', 'aim', 'mine', 'richli', 'annot', 'treebank', 'featur', 'relev', 'automat', 'attribut', 'ascript', 'text', 'content', 'agent', 'express', 'resolv', 'attribut', 'import', 'compon', 'repres', 'model', 'discours', 'structur', 'also', 'essenti', 'task', 'opinion', 'mine', 'sentiment', 'analysi', 'identif', 'sourc']","['klad', 'cíl', 'nalézt', 'bohat', 'anotova', 'korpus', 'příznak', 'přínosn', 'automatick', 'atribuk', 'přiřazen', 'obsah', 'text', 'zdroj', 'vyjadřuj', 'určen', 'atribuk', 'významn', 'součást', 'reprezentak', 'modelován', 'dirkurzn', 'vztah', 'rovněž', 'zásadn', 'součást', 'analýz', 'sentiment', 'identifikak', 'zdroj']"
201,201,"This paper presents a resource-light acquisition of morphological paradigms and lexicon for fusional languages. It builds upon Paramor [10], an unsupervised system, by extending it: (1) to accept a small seed of manually provided word inflections with marked morpheme boundary; (2) to handle basic allomorphic changes acquiring the rules from the seed and/or from previously acquired paradigms. The algorithm has been tested on Czech and Slovene tagged corpora and has shown increased F-measure in comparison with the Paramor baseline.","Článek popisuje algoritmus na naučení se morfologických paradigmat a slovníku pro flektivní jazyky, který je nenáročný na zdroje.","['paper', 'present', 'acquisit', 'morpholog', 'paradigm', 'lexicon', 'fusion', 'languag', 'build', 'upon', 'paramor', 'unsupervis', 'system', 'extend', 'accept', 'small', 'seed', 'manual', 'provid', 'word', 'inflect', 'mark', 'morphem', 'boundari', 'handl', 'basic', 'allomorph', 'chang', 'acquir', 'rule', 'seed', 'previous', 'acquir', 'paradigm', 'algorithm', 'test', 'czech', 'sloven', 'tag', 'corpora', 'shown', 'increas', 'comparison', 'paramor', 'baselin']","['popisuj', 'algoritm', 'naučen', 'morfologick', 'paradigm', 'slovník', 'flektivn', 'jazyk', 'nenáročn', 'zdroj']"
202,202,"Universal Dependencies is a project that seeks to develop cross-linguistically consistent treebank annotation for many languages, with the goal of facilitating multilingual parser development, cross-lingual learning, and parsing research from a language typology perspective. The annotation scheme is based on (universal) Stanford dependencies (de Marneffe et al., 2006, 2008, 2014), Google universal part-of-speech tags (Petrov et al., 2012), and the Interset interlingua for morphosyntactic tagsets (Zeman, 2008). This is the second release of UD Treebanks, Version 1.1.","Universal Dependencies je projekt, který vyvíjí mezijazykově konzistentní morfologicko-syntaktickou anotaci mnoha jazyků s cílem usnadnit vývoj jazykově nezávislých parserů, mezijazykové strojové učení a výzkum parsingu z perspektivy jazykové typologie. Anotační schéma je založeno na univerzálních Stanfordských závislostech (de Marneffe et al., 2006, 2008, 2014), univerzálních značkách Google (Petrov et al., 2012) a na Intersetu, tj. interlingvě pro sady morfologických značek (Zeman, 2008). Toto je druhé vydání treebanků UD, verze 1.1.","['univers', 'depend', 'project', 'seek', 'develop', 'consist', 'treebank', 'annot', 'mani', 'languag', 'goal', 'facilit', 'multilingu', 'parser', 'develop', 'learn', 'pars', 'research', 'languag', 'typolog', 'perspect', 'annot', 'scheme', 'base', 'univers', 'stanford', 'depend', 'de', 'marneff', 'et', 'googl', 'univers', 'tag', 'petrov', 'et', 'interset', 'interlingua', 'morphosyntact', 'tagset', 'zeman', 'second', 'releas', 'ud', 'treebank', 'version']","['universal', 'dependenk', 'projekt', 'vyvíj', 'mezijazyk', 'konzistentn', 'anotak', 'mnoh', 'jazyk', 'cíl', 'usnadnit', 'vývoj', 'jazyk', 'nezávisl', 'parser', 'mezijazyk', 'stroj', 'učen', 'výzkum', 'parsing', 'perspektiv', 'jazyk', 'typologi', 'anotačn', 'schém', 'založen', 'univerzáln', 'stanfordsk', 'závislost', 'de', 'marneff', 'et', 'univerzáln', 'značk', 'googl', 'petr', 'et', 'interset', 'tj', 'interlingv', 'sad', 'morfologick', 'značek', 'zeman', 'druh', 'vydán', 'treebank', 'ud', 'verh']"
203,203,"Scene Text Recognition (STR) is a task of localizing and transcribing textual information captured in real-word images. With its increasing accuracy, it becomes a new source of textual data for standard Natural Language Processing tasks and poses new problems because of the specific nature of Scene Text. In this paper, we learn a string hypotheses decoding procedure in an STR pipeline using structured prediction methods that proved to be useful in automatic Speech Recognition and Machine Translation. The model allow to employ a wide range of typographical and language features into the decoding process. The proposed method is evaluated on a standard dataset and improves both character and word recognition performance over the baseline.","Cílem Rozpoznávání textu z fotografií (STR) je právně lokalizovat a přespat text zachycený na fotografii z reálného prostředí. Rostoucí úspěšnost rozpoznávání zároveň dělá z těchto textů zajímavý zdroj dat pro zpracování přirozeného jazyka a zároveň přináší nové problémy, které jsou specifické právě pro texty, které se na fotografiích vyskytují. V tomto článku představujeme učení dekódování textových řetězců v systému STR pomocí metod strukturní predikce, které se využívají při dekódování v rozpoznávání řeči a strojovém překladu. Model při učení využívá jazykové a typografické rysy. Navržená metoda je evaluována na standardní datové sadě a zvyšuje úspěšnost rozpoznávání znaků i rozpoznávání celých slov.","['scene', 'text', 'recognit', 'str', 'task', 'local', 'transcrib', 'textual', 'inform', 'captur', 'imag', 'increas', 'accuraci', 'becom', 'new', 'sourc', 'textual', 'data', 'standard', 'natur', 'languag', 'process', 'task', 'pose', 'new', 'problem', 'specif', 'natur', 'scene', 'text', 'paper', 'learn', 'string', 'hypothes', 'decod', 'procedur', 'str', 'pipelin', 'use', 'structur', 'predict', 'method', 'prove', 'use', 'automat', 'speech', 'recognit', 'machin', 'translat', 'model', 'allow', 'employ', 'wide', 'rang', 'typograph', 'languag', 'featur', 'decod', 'process', 'propos', 'method', 'evalu', 'standard', 'dataset', 'improv', 'charact', 'word', 'recognit', 'perform', 'baselin']","['cíl', 'rozpoznáván', 'text', 'fotografi', 'str', 'právn', 'lokaliz', 'přesp', 'text', 'zachycen', 'fotografi', 'reáln', 'prostřed', 'rostouc', 'úspěšnost', 'rozpoznáván', 'zároveň', 'děl', 'těcht', 'text', 'zajímav', 'zdroj', 'dat', 'zpracován', 'přirozen', 'jazyk', 'zároveň', 'přináš', 'problém', 'specifick', 'práv', 'text', 'fotografi', 'vyskytuj', 'představujem', 'učen', 'dekódován', 'text', 'řetězc', 'syst', 'str', 'pomoc', 'metod', 'strukturn', 'predikk', 'využívaj', 'dekódován', 'rozpoznáván', 'řek', 'strojo', 'překlad', 'model', 'učen', 'využív', 'jazyk', 'typografick', 'rys', 'navržen', 'metod', 'evaluován', 'standardn', 'dat', 'sad', 'zvyšuj', 'úspěšnost', 'rozpoznáván', 'znak', 'rozpoznáván', 'cel', 'slov']"
204,204,"In this thesis we analyze machine translation between Czech and Russian languages from the perspective of a linguist. We explore the output of our two experimental systems and two commercial systems: PC Translator and Google Translate. We make a linguistically-motivated classification of errors for the language pair and describe each type of error in detail, analyzing whether it occurred due to some difference between Czech and Russian or is it caused by the system architecture. In particular, we focus on one specific error type - surface valency.","V této disertační práci zkoumáme strojový překlad mezi češtinou a ruštinou z hlediska lingvisty. Hlavním cílem práce je lingvistický rozbor chyb ve výstupu čtyř systémů strojového překladu, dvou experimentálních - TectoMT, Moses - a dvou komerčních - PC Translator a Google Translate. Analyzujeme každý typ chyb a řešíme, zda daná chyba souvisí s rozdílem mezi češtinou a ruštinou nebo zda je zapříčiněná architecturou jednotlivých systémů. Ve zvláštní kapitole se zaměřujeme na chyby v povrchové valenci sloves. ","['thesi', 'analyz', 'machin', 'translat', 'czech', 'russian', 'languag', 'perspect', 'linguist', 'explor', 'output', 'two', 'experiment', 'system', 'two', 'commerci', 'system', 'pc', 'translat', 'googl', 'translat', 'make', 'classif', 'error', 'languag', 'pair', 'describ', 'type', 'error', 'detail', 'analyz', 'whether', 'occur', 'due', 'differ', 'czech', 'russian', 'caus', 'system', 'architectur', 'particular', 'focu', 'one', 'specif', 'error', 'type', 'surfac', 'valenc']","['disertačn', 'prák', 'zkoumám', 'stroj', 'překlad', 'česk', 'rusk', 'hledisk', 'lingvist', 'hlav', 'cíl', 'prák', 'lingvistick', 'rozbor', 'chyb', 'výstup', 'čtyř', 'systém', 'stroj', 'překlad', 'dvo', 'experimentáln', 'tectomt', 'mo', 'dvo', 'komerčn', 'pc', 'translator', 'googl', 'translat', 'analyzujem', 'typ', 'chyb', 'řeším', 'dan', 'chyb', 'souvis', 'rozdíl', 'česk', 'rusk', 'zapříčiněn', 'architectur', 'jednotliv', 'systém', 'zvláštn', 'kapitol', 'zaměřujem', 'chyb', 'povrch', 'valenk', 'slo']"
205,205,"In this paper, we analyse the usage of multiword expressions in Statistical Machine Translation. We exploit the Moses SMT toolkit to train models for French-English and Czech-Russian language pairs. For each language pair, two models were built: a baseline model without additional MWE data and the model enhanced with information on MWE. For the French-English pair, we tried three methods of introducing the MWE data. For Czech-Russian pair, we used just one method - adding automatically extracted data as a parallel corpus.",Zkoumáme chyby ve VV v statistickém strojovém překladu pro několik jazyků. Poživáme několik metod pro integraci VV do překladového systému.,"['paper', 'analys', 'usag', 'multiword', 'express', 'statist', 'machin', 'translat', 'exploit', 'mose', 'smt', 'toolkit', 'train', 'model', 'languag', 'pair', 'languag', 'pair', 'two', 'model', 'built', 'baselin', 'model', 'without', 'addit', 'mwe', 'data', 'model', 'enhanc', 'inform', 'mwe', 'pair', 'tri', 'three', 'method', 'introduc', 'mwe', 'data', 'pair', 'use', 'one', 'method', 'ad', 'automat', 'extract', 'data', 'parallel', 'corpu']","['zkoumám', 'chyb', 'vv', 'statistic', 'strojo', 'překlad', 'několik', 'jazyk', 'poživám', 'několik', 'metod', 'integrak', 'vv', 'překlad', 'syst']"
206,206,We present a novel knowledge based dialog system that learns from interactions with users. It asks users for advice about unknown questions and generalizes them according to its knowledge base. The dialog system was evaluated through the CrowdFlower crowdsourcing platform and it showed the ability to adapt without any prior information except the knowledge base.,Představujeme nový dialogový systém učící se z interakce s uživateli. Systém žádá uživatele o radu u neznámých otázek a zobecňuje je v souladu se svou znalostní bází. Dialogový systém je vyhodnocen prostředníctvím platformy CrowdFlower.,"['present', 'novel', 'knowledg', 'base', 'dialog', 'system', 'learn', 'interact', 'user', 'ask', 'user', 'advic', 'unknown', 'question', 'gener', 'accord', 'knowledg', 'base', 'dialog', 'system', 'evalu', 'crowdflow', 'crowdsourc', 'platform', 'show', 'abil', 'adapt', 'without', 'prior', 'inform', 'except', 'knowledg', 'base']","['představujem', 'dialog', 'sys', 'učíc', 'interakk', 'uživatel', 'sys', 'žád', 'uživatel', 'rad', 'neznám', 'otázek', 'zobecňuj', 'soulad', 'svo', 'znalostn', 'báz', 'dialog', 'sys', 'vyhodnocen', 'prostředníct', 'platform', 'crowdflower']"
207,207,"This paper presents a hybrid dialog state tracker that combines a rule based and a machine learning based approach to belief state tracking. Therefore, we call it a hybrid tracker. The machine learning in our tracker is realized by a Long Short Term Memory (LSTM) network. To our knowledge, our hybrid tracker sets a new state-of-the-art result for the Dialog State Tracking Challenge (DSTC) 2 dataset when the system uses only live SLU as its input.","Tento článek představuje hybridní dialog state tracker, který kombinuje přístup pravidlový s přístupem strojového učení pro trackování stavu dialogu. Strojové učení je v našem trackeru realizováno s využitím Long Short Term Memory (LSTM) sítě. Podle našich současných znalostí hybridní tracker dosahuje state-of-the-art výsledků v soutěži Dialog State Tracking Challenge (DSTC) 2, v kategorii systémů využívající pouze originální SLU jako svůj vstup.","['paper', 'present', 'hybrid', 'dialog', 'state', 'tracker', 'combin', 'rule', 'base', 'machin', 'learn', 'base', 'approach', 'belief', 'state', 'track', 'therefor', 'call', 'hybrid', 'tracker', 'machin', 'learn', 'tracker', 'realiz', 'long', 'short', 'term', 'memori', 'lstm', 'network', 'knowledg', 'hybrid', 'tracker', 'set', 'new', 'result', 'dialog', 'state', 'track', 'challeng', 'dstc', 'dataset', 'system', 'use', 'live', 'slu', 'input']","['představuj', 'hybridn', 'dialog', 'stat', 'tracker', 'kombinuj', 'přístup', 'pravidl', 'přístup', 'stroj', 'učen', 'trackován', 'stav', 'dialog', 'stroj', 'učen', 'naš', 'tracker', 'realizován', 'využi', 'long', 'short', 'term', 'memor', 'lstm', 'sít', 'naš', 'současn', 'znalost', 'hybridn', 'tracker', 'dosahuj', 'výsledk', 'soutěh', 'dialog', 'stat', 'tracking', 'challeng', 'dstc', 'kategori', 'systém', 'využívajíc', 'origináln', 'slu', 'vstup']"
208,208,"CLARA (Common Language Resources and Their Applications) is a Marie Curie Initial Training Network which ran from 2009 until 2014 with the aim of providing researcher training in crucial areas related to language resources and infrastructure. The scope of the project was broad and included infrastructure design, lexical semantic modeling, domain modeling, multimedia and multimodal communication, applications, and parsing technologies and grammar models. An international consortium of 9 partners and 12 associate partners employed researchers in 19 new positions and organized a training program consisting of 10 thematic courses and summer/winter schools. The project has resulted in new theoretical insights as well as new resources and tools. Most importantly, the project has trained a new generation of researchers who can perform advanced research and development in language resources and technologies.","CLARA (Common Language Resources and Their Applications) je projekt v rámci Marie Curie Initial Training Network, který probíhal v letech 2009-2014 a jehož cílem bylo poskytnout vědeckou přípravu mladým vědcům v oblasti jazykových zdrojů a zpracování jazykových dat (např. návrhy jazykových infrastruktur, lexikální sémantické modelování, modelování domény, multimediální a multimodální komunikace, technologie automatického zpracování jazyka a jejich aplikace). Projekt vyústil v nový teoretický vhled do problematiky a jeho výstupem jsou nové jazykové zdroje a nástroje, především však připravil novou generaci výzkumníků, kteří jsou schopni dále obor rozvíjet.","['clara', 'common', 'languag', 'resourc', 'applic', 'mari', 'curi', 'initi', 'train', 'network', 'ran', 'aim', 'provid', 'research', 'train', 'crucial', 'area', 'relat', 'languag', 'resourc', 'infrastructur', 'scope', 'project', 'broad', 'includ', 'infrastructur', 'design', 'lexic', 'semant', 'model', 'domain', 'model', 'multimedia', 'multimod', 'commun', 'applic', 'pars', 'technolog', 'grammar', 'model', 'intern', 'consortium', 'partner', 'associ', 'partner', 'employ', 'research', 'new', 'posit', 'organ', 'train', 'program', 'consist', 'themat', 'cours', 'school', 'project', 'result', 'new', 'theoret', 'insight', 'well', 'new', 'resourc', 'tool', 'importantli', 'project', 'train', 'new', 'gener', 'research', 'perform', 'advanc', 'research', 'develop', 'languag', 'resourc', 'technolog']","['clar', 'common', 'languag', 'resour', 'and', 'their', 'applications', 'projekt', 'rámk', 'mari', 'curi', 'initial', 'training', 'network', 'probíhal', 'let', 'jehož', 'cíl', 'poskytnout', 'vědeck', 'příprav', 'mlad', 'vědc', 'oblast', 'jazyk', 'zdroj', 'zpracován', 'jazyk', 'dat', 'návrh', 'jazyk', 'infrastruktur', 'lexikáln', 'sémantick', 'modelován', 'modelován', 'domén', 'multimediáln', 'multimodáln', 'komunikak', 'technologi', 'automatick', 'zpracován', 'jazyk', 'aplikak', 'projekt', 'vyústil', 'teoretick', 'vhled', 'problematik', 'výstup', 'jazyk', 'zdroj', 'nástroj', 'předev', 'připravil', 'nov', 'generak', 'výzkumník', 'schopn', 'obor', 'rozvíjet']"
209,209,"Czesl is a corpus of texts produced by non‐native speakers of Czech. To  adequately  annotate the  deviations  in  Czech word‐order  and  a fairly complex inflectional morphology, the corpus uses two tiers of annotation,  each  tier  correcting  different  types  of  errors. Links between the tiers allow capturing errors in word order and complex discontinuous  expressions.  Errors  are  not  only  corrected,  but  also classified. We combine (1) a grammar-based taxonomy of errors in spelling,  morphology,  morphosyntax,  lexicon  and  style,  and  (2)  a formal  error  classification based on surface alternations. The annotation scheme  was  tested  on  a  data set  of  approx.  175,000 words  with  fair  inter‐annotator  agreement  results.  In  addition  to presenting  the  current state  of  the  corpus,  I  will  discuss  various decisions (design, workflow, technical) made during its creation and revisit them with the advantage of hindsight.   ","Přednáška prezentuje český žákovský korpus Czesl, jeho anotační schéma a způsob anotace.","['czesl', 'corpu', 'text', 'produc', 'speaker', 'czech', 'adequ', 'annot', 'deviat', 'czech', 'fairli', 'complex', 'inflect', 'morpholog', 'corpu', 'use', 'two', 'tier', 'annot', 'tier', 'correct', 'differ', 'type', 'error', 'link', 'tier', 'allow', 'captur', 'error', 'word', 'order', 'complex', 'discontinu', 'express', 'error', 'correct', 'also', 'classifi', 'combin', 'taxonomi', 'error', 'spell', 'morpholog', 'morphosyntax', 'lexicon', 'style', 'formal', 'error', 'classif', 'base', 'surfac', 'altern', 'annot', 'scheme', 'test', 'data', 'set', 'approx', 'word', 'fair', 'agreement', 'result', 'addit', 'present', 'current', 'state', 'corpu', 'discuss', 'variou', 'decis', 'design', 'workflow', 'technic', 'made', 'creation', 'revisit', 'advantag', 'hindsight']","['přednášk', 'prezentuj', 'česk', 'žákovsk', 'korp', 'czesl', 'anotačn', 'schém', 'způsob', 'anotak']"
